category,question,option_a,option_b,option_c,correct,explanation
環保題,土壤液化(Soil Liquefaction)最常發生於何種地質條件？,堅硬的岩盤地層,飽和砂土或粉土,乾燥緊實的黏土層,B,土壤液化(Soil Liquefaction)係指飽和砂質土壤或粉土在地震等動態載重作用下，孔隙水壓急遽上升導致有效應力降低，土壤顆粒間喪失接觸強度，使原本固態土壤呈現液態化現象。依據經濟部中央地質調查所資料，最容易發生液化之土層條件包括：(1)土壤為疏鬆且飽和之砂土或粉土；(2)地下水位較高（距地表10公尺內）；(3)土層深度在地表下20公尺內。選項B岩盤地層堅硬緻密不易液化；選項C黏土因顆粒細小具黏聚性，較砂土不易液化。飽和疏鬆砂土層為液化高風險區，需進行土壤液化潛勢評估與改良。
環保題,何者不是「綠建築」評估系統(EEWH)的九大指標之一？,綠化量指標,綠色建材使用指標,建築能源效率指標,A,我國綠建築標章EEWH評估系統包含九大指標：(1)生物多樣性、(2)綠化量、(3)基地保水、(4)日常節能、(5)CO2減量、(6)廢棄物減量、(7)室內環境、(8)水資源、(9)污水垃圾改善。其中「綠化量指標」評估建築基地之植栽綠化程度，透過計算喬木、灌木、草皮等綠化覆蓋面積，以提升環境品質與生態效益。選項A「建築能源效率指標」雖與節能相關，但非九大指標正式名稱（應為「日常節能指標」）；選項B「綠色建材使用指標」並非九大指標之一，綠建材屬於內政部另訂之評估項目。
環保題,「蒙特婁議定書」的簽訂，主要是為了保護地球的哪個部分？,臭氧層,生物多樣性,全球暖化,A,蒙特婁議定書（Montreal Protocol）於1987年簽訂，主要目的為保護地球「臭氧層」，透過削減、禁止使用會破壞臭氧層的化學物質（如氟氯碳化物CFCs）來達成。臭氧層能吸收大部分有害的紫外線，保護地球上的生命。
環保題,依《水污染防治法》，事業廢水排入地面水體，應取得何種許可？,環保署核准函,事業許可證,海關進出口許可文件,B,依水污染防治法第14條，事業廢水排入地面水體（河川、湖泊、海洋等），應向地方主管機關申請核發排放許可證或簡易排放許可文件。排放許可證應載明廢水性質、排放量、排放水質標準等，並定期申報水質水量。選項B「事業許可證」為正確答案，指的是專門針對廢水排放的許可證（實務上稱為「排放許可證」）。違反者可處新臺幣6萬元以上60萬元以下罰鍰。
環保題,何謂「優養化」(Eutrophication)？,水體中營養過多，使藻類過度生長,水體酸鹼值失衡造成生態系統改變,水體溶氧量過高導致生物過度繁殖,A,優養化（Eutrophication）又稱富營養化，係指水體中氮、磷等營養鹽類過量累積，導致藻類及浮游生物大量繁殖之現象。正確答案A「水體中營養過多，使藻類過度生長」準確描述此現象。優養化會造成水體透明度降低、溶氧量下降，嚴重時形成「藻華」（淡水）或「赤潮」（海水），導致魚類及水生生物死亡。主要污染源包括農業肥料流失、家庭污水中之清潔劑、畜牧廢水等。
環保題,在噪音管制中，使用分貝(dB)作為單位，此單位尺度為何？,聲音傳播速度,聲音頻率,聲音強度,C,"分貝（decibel, dB）為聲音強度（響度）之單位，採用對數尺度表示聲壓位準。正確答案C「聲音強度」為分貝所測量的物理量。依噪音管制法施行細則，環境音量以A加權音壓級dB(A)表示。人耳可承受之音量範圍約0-140 dB(A)，超過85 dB(A)長時間暴露可能損害聽力。噪音管制標準依不同時段及區域分類訂定。"
環保題,何者為台灣主要的空氣污染物PM2.5的定義？,粒徑介於2.5至10微米之懸浮微粒,粒徑小於或等於2.5微米之細懸浮微粒,濃度超過每立方公尺2.5微克之污染物,B,PM2.5（細懸浮微粒）係指粒徑小於或等於2.5微米（μm）之懸浮微粒，約為頭髮直徑的1/28。正確答案B「粒徑小於或等於2.5微米之細懸浮微粒」為準確定義。依空氣品質標準，PM2.5日平均值不得超過35 μg/m³，年平均值不得超過15 μg/m³。PM2.5因粒徑細小，可穿透肺泡進入血液循環系統，對人體健康危害甚於PM10（粒徑≤10μm）。
環保題,「京都議定書」是針對哪一項全球環境議題所制定的國際公約？,溫室氣體排放,森林碳匯吸收量,再生能源使用比例,A,京都議定書（Kyoto Protocol）於1997年通過，規範已開發國家於2008-2012年間，溫室氣體排放量較1990年基準減少平均5.2%。正確答案A「溫室氣體排放」為議定書針對的全球環境議題。議定書管制六種溫室氣體：二氧化碳(CO2)、甲烷(CH4)、氧化亞氮(N2O)、氫氟碳化物(HFCs)、全氟碳化物(PFCs)、六氟化硫(SF6)。
環保題,依《毒性及關注化學物質管理法》，化學物質的危害性評估不包括下列何者？,危害物質濃度管制標準,環境風險等級評估,毒性物質分級,C,依毒性及關注化學物質管理法，化學物質危害性評估包括：(1)物理化學特性評估（如沸點、蒸氣壓、溶解度）、(2)毒理特性評估（急性毒性、慢性毒性、致癌性）、(3)暴露評估（人體或環境暴露途徑及劑量）、(4)風險特徵描述。正確答案C「毒性物質分級」是評估「結果」的分類方式（第1-4類毒化物），而非評估「內容」本身。
環保題,何種再生能源發電方式，在發電過程中幾乎不產生任何溫室氣體？,少量二氧化碳排放,無溫室氣體排放,產生甲烷等溫室氣體,B,太陽能光電發電屬於再生能源，發電過程中不燃燒化石燃料，因此正確答案B「無溫室氣體排放」準確描述發電階段特性。雖然太陽能板製造、運輸、安裝等生命週期過程會產生碳排放，但在發電階段為零排放。依再生能源發展條例，推廣太陽能等再生能源為我國能源轉型及溫室氣體減量之重要策略。
環保題,何謂「熱島效應」(Urban Heat Island Effect)？,都市地區氣溫高於郊區現象,海島型氣候導致都市悶熱潮濕,都市工業區溫度異常升高之狀況,A,都市熱島效應（Urban Heat Island Effect）係指都市地區因建築物密集、柏油路面、人為熱排放等因素，導致都市氣溫顯著高於周圍郊區之現象。正確答案A「都市地區氣溫高於郊區現象」準確描述此效應。研究顯示都市核心區可較郊區高出3-5°C。改善措施包括增加都市綠化、設置透水鋪面、建築物屋頂綠化、提升通風廊道等。
環保題,何者是聯合國發布的《2030永續發展目標》(SDGs)的目標總數？,15個,20個,17個,C,"聯合國於2015年宣布「2030永續發展目標」(Sustainable Development Goals, SDGs)，包含17項核心目標、169項細項目標及230項指標。正確答案C「17個」為目標總數。17項目標涵蓋消除貧窮、消除飢餓、健康與福祉、優質教育、性別平等、潔淨水資源、可負擔能源、就業與經濟成長等面向。"
環保題,在廢棄物管理中，焚化爐底渣經過適當處理後，可再利用於何處？,道路級配料,直接掩埋,農地改良,A,焚化爐底渣經適當處理後，可再利用於道路級配料、基地填築、路堤填築、控制性低強度回填材料(CLSM)、或作為水泥及瀝青混凝土之原料等。其再利用需符合環保署「垃圾焚化廠焚化底渣再利用管理方式」的規定，確保無污染之虞。
環保題,何謂「環境荷爾蒙」？,會干擾生物體內分泌系統並造成生殖或發育異常之化學物質,環境中促進植物生長之天然荷爾蒙物質,生物體自然分泌調節環境適應能力之激素,A,"環境賀爾蒙（Environmental Hormone）又稱內分泌干擾物質（Endocrine Disrupting Chemicals, EDCs），係指外因性干擾生物體內分泌系統，造成生殖、發育、行為或免疫功能異常之化學物質。正確答案A「會干擾生物體內分泌系統並造成生殖或發育異常之化學物質」準確定義環境賀爾蒙。常見環境賀爾蒙包括戴奧辛、多氯聯苯(PCBs)、DDT、塑化劑等。"
環保題,依據《生物多樣性公約》，下列何者是其三大主要目標之一？,臭氧層,生物多樣性,全球暖化,A,
環保題,海洋中的塑膠微粒(Microplastics)主要來源不包括下列何者？,海洋生物排泄物含有塑膠成分,大型塑膠廢棄物經陽光照射風化分解,海水化學反應自然生成塑膠微粒,B,海洋微塑膠（Microplastics）係指粒徑小於5毫米之塑膠碎片，依來源分為初級微塑膠（Primary）與次級微塑膠（Secondary）。正確答案B「海水化學反應自然生成塑膠微粒」是錯誤的，因為塑膠為人造高分子聚合物，無法由海水自然產生。微塑膠主要來源為：初級微塑膠（人工製造的微小塑膠，如化妝品中的塑膠柔珠）與次級微塑膠（大型塑膠製品經陽光、海浪分解而成）。
環保題,依據《土壤及地下水污染整治法》，何者為土壤污染監測基準的用途？,判斷是否遭受污染的初步標準,罰款的依據,劃定為整治場址的標準,A,依《土壤及地下水污染整治法》，「土壤污染監測基準」是用於判斷土壤品質是否遭受污染的初步標準。當土壤中污染物的濃度「超過」監測基準時，代表土壤品質有受污染之虞，主管機關需進行後續調查、確認。它是一個預警及啟動調查的依據，而非直接罰款或劃定為整治場址的標準。
環保題,何種廢棄物處理技術是利用高溫將廢棄物轉化為合成氣(Syngas)，可進一步用於發電或化工原料？,電漿法(Plasma),熱裂解法(Pyrolysis),氣化法(Gasification),C,氣化法（Gasification）為廢棄物熱處理技術，在高溫（700-1000°C）缺氧環境下，將有機廢棄物轉化為合成氣（Syngas），主要成分為一氧化碳(CO)及氫氣(H2)，可進一步用於發電或化工原料。正確答案C「氣化法(Gasification)」即為此技術。相較於焚化，氣化法產生之戴奧辛及有害物質較少，能源回收效率較高。
環保題,《再生能源發展條例》中定義的再生能源，不包含下列何者？,核能,天然氣,風能,B,再生能源發展條例第3條定義，再生能源係指「太陽能、生質能、地熱能、海洋能、風力、水力及其他經中央主管機關認定可永續利用之能源。」正確答案B「核能」雖為低碳能源且不排放溫室氣體，但使用鈾等不可再生資源，且產生放射性廢料，依我國法規不屬於再生能源範疇。風能、太陽能為我國主力再生能源。
環保題,何謂「永續林業」(Sustainable Forestry)的核心概念？,以維持森林生態系功能及生物多樣性之方式經營並利用森林資源,大規模種植單一樹種以提高木材產量,完全禁止砍伐森林以保護自然環境,A,永續林業（Sustainable Forestry）係指在維持森林生態系統健康、生物多樣性及生產力之前提下，合理經營利用森林資源，確保森林功能可延續供當代及後代使用。正確答案A「以維持森林生態系功能及生物多樣性之方式經營並利用森林資源」準確描述此核心概念。永續林業原則包括：維持森林覆蓋率、保護生物多樣性、適度疏伐更新、混林經營、FSC等認證。
環保題,在水處理程序中，加入氯(Chlorine)的主要目的是什麼？,去除水中有機物及化學污染物質,調節水質pH值使其符合飲用標準,殺菌，消除水中病原微生物,C,水處理加氯消毒為自來水處理之重要程序，目的在殺滅水中病原微生物（如細菌、病毒等），確保飲用水安全。正確答案C「殺菌，消除水中病原微生物」為加氯的主要目的。依飲用水水質標準，自來水需維持適量餘氯（0.2-1.0 mg/L），持續發揮消毒效果。氯與水中有機物反應可能產生三鹵甲烷等消毒副產物，需控管在標準值以下。
環保題,何者為「斯德哥爾摩公約」主要列管的對象？,臭氧層破壞物質,持久性有機污染物(POPs),溫室氣體排放,B,《斯德哥爾摩公約》(Stockholm Convention on Persistent Organic Pollutants)於2001年生效，旨在管制「持久性有機污染物」(POPs)。正確答案B「持久性有機污染物(POPs)」為公約主要列管對象。POPs具有毒性、生物累積性、不易分解及長距離傳輸特性，對人體及環境造成危害。公約目前共列管31種物質，包括戴奧辛、多氯聯苯(PCBs)、DDT等。
